PART_NO,KPDS,CAR_CLASS,PIDT,REPAIR_TYPE,TYPE_CODE,CONSTRUCT_NAME
37055X0T69,左隔板,A0-SEDAN,24-Apr-15,维修,机能件,车体
34054X0NL9,左隔板角撑,A0-SEDAN,24-Apr-15,维修,钣金件,车体
37679XZIL9,右尾灯支架,B-SEDAN,13-Jan-18,维修,钣金件,车体
37279X3HL9,左后尾灯支架,B-MPV,3-Jun-14,维修,钣金件,车体
39279XFXL9,左后滴水槽总成,A-SEDAN,9-Jun-18,维修,钣金件,车体
35279XZIL9,左后滴水槽总成,B-SEDAN,13-Jan-18,维修,钣金件,车体
35089XFXL9,油箱加油口盖,A-SEDAN,9-Jun-18,维修,钣金件,车体
37089XQEE9,油箱加油口盖,B-SEDAN,9-Sep-19,维修,钣金件,车体
33089XR5L9,油箱加油口盖,A0-SEDAN,28-Aug-08,维修,钣金件,车体
31683XFXL9,右后地板加强件,A-SEDAN,9-Jun-18,维修,机能件,车体
37299X7N68,左后门骨架,B-SEDAN,2-Jul-13,维修,钣金件,车体
32283XFXL9,左后地板加强件,A-SEDAN,9-Jun-18,维修,机能件,车体
33486X2NL9,后拖钩加强件,A0-SUV,27-Aug-14,维修,钣金件,车体
38459X2NL9,后地板侧边钣金总成,A0-SUV,27-Aug-14,维修,钣金件,车体
32459XFXL9,后地板侧边钣金总成,A-SEDAN,9-Jun-18,维修,钣金件,车体
37452X3HL9,加强件,B-MPV,3-Jun-14,维修,机能件,车体
31449XQCL9,后地板钣金组件,B-SEDAN,9-Sep-19,维修,机能件,车体
38409X2NL9,后地板侧边钣金总成,A0-SUV,27-Aug-14,维修,钣金件,车体
36409XFXL9,后地板侧边钣金总成,A-SEDAN,9-Jun-18,维修,钣金件,车体
39402X3HL9,加强件,B-MPV,3-Jun-14,维修,机能件,车体
33387XZIL9,右后框架组件,B-SEDAN,13-Jan-18,维修,钣金件,车体
32384XZIL9,后框架加强件,B-SEDAN,13-Jan-18,维修,机能件,车体
37383XZIL9,后地板右侧加强件,B-SEDAN,13-Jan-18,维修,机能件,车体
37380XZEE9,右支架,B-SEDAN,13-Jan-18,维修,钣金件,车体
33374XZEE9,右后上梁板,B-SEDAN,13-Jan-18,维修,机能件,车体
35373XZIL9,右后车架下梁板,B-SEDAN,13-Jan-18,维修,机能件,车体
33370XZEE9,右支架,B-SEDAN,13-Jan-18,维修,机能件,车体
39337X2E69,左后保险杠横粱支架,A0-SUV,27-Aug-14,维修,钣金件,车体
37333XZIL9,后地板左侧加强件,B-SEDAN,13-Jan-18,维修,机能件,车体
39899X3HL9,行李箱后隔板总成,B-MPV,3-Jun-14,维修,钣金件,车体
37899XFXL9,行李箱后挡板,A-SEDAN,9-Jun-18,维修,钣金件,车体
31899XFXL8,行李箱后挡板,A-SEDAN,9-Jun-18,维修,钣金件,车体
38899XZI69,行李箱后挡板,B-SEDAN,13-Jan-18,维修,钣金件,车体
39899XZI69,行李箱后挡板,B-SEDAN,13-Jan-18,维修,钣金件,车体
38989X0NL8,右前车门,A0-SEDAN,24-Apr-15,维修,钣金件,车体
36989XF9L9,右前车门,B-SEDAN,22-Aug-07,维修,钣金件,车体
39949XDVL9,左前车门,A0-SEDAN,28-May-20,维修,钣金件,车体
36589X5SL9,右前车门上铰链,B-SEDAN,2-Jul-13,维修,钣金件,车体
39489WHIX9,右后车门,B-SEDAN,30-Jul-02,维修,钣金件,车体
34449WHIX9,左后车门,B-SEDAN,30-Jul-02,维修,钣金件,车体
36173WHGE9,右后门窗框胶带,B-SEDAN,30-Jul-02,维修,机能件,车体
32133WHGE9,左后门窗框胶带,B-SEDAN,30-Jul-02,维修,机能件,车体
31039WQEL9,左后车门下铰链,B-SUV,22-Aug-07,维修,钣金件,车体
35039X3TL9,左后车门下铰链,A-SEDAN,1-Feb-13,维修,钣金件,车体
35899WJNA9,尾门,B-MPV,26-Jul-06,维修,钣金件,车体
36899XLEL7,尾门,B-SUV,27-Dec-16,维修,钣金件,车体
31899XDVL7,尾门,A0-SEDAN,28-May-20,维修,钣金件,车体
39789X3EL9,尾门铰链组件,B-MPV,3-Jun-14,维修,钣金件,车体
31789XJ9L9,尾门铰链总成,A0-SEDAN,20-Mar-08,维修,钣金件,车体
32499WHID7,行李箱盖,B-SEDAN,1-Nov-02,维修,钣金件,车体
39499XFXL8,行李箱盖,A-SEDAN,9-Jun-18,维修,钣金件,车体
38389X3TL9,行李箱右铰链总成,A-SEDAN,1-Feb-13,维修,钣金件,车体
39389XFXL9,行李箱右铰链总成,A-SEDAN,9-Jun-18,维修,钣金件,车体
39389XR9K9,行李箱右铰链总成,A0-SEDAN,28-Aug-08,维修,钣金件,车体
32339X3TL9,行李箱左铰链总成,A-SEDAN,1-Feb-13,维修,钣金件,车体
36339XFXL9,行李箱左铰链总成,A-SEDAN,9-Jun-18,维修,钣金件,车体
22899XZIL6,天窗导轨,B-SEDAN,13-Jan-18,维修,钣金件,车体
29749XLEL9,后天窗玻璃,B-SUV,10-Aug-16,维修,钣金件,车体
23738X7EE9,排水槽导轨,B-SEDAN,10-Jul-13,维修,钣金件,车体
28168XLEL9,右导轨,B-SUV,5-Aug-16,维修,钣金件,车体
26163XLEL9,左导轨,B-SUV,5-Aug-16,维修,钣金件,车体
26898WQKA9,前保险杠,B-MPV,28-Apr-09,维修,钣金件,车体
26898X3TKL,前保险杠,A-SEDAN,10-May-18,维修,钣金件,车体
25898X3TKL,前保险杠,A-SEDAN,10-May-18,维修,钣金件,车体
28898X0NKL,前保险杠,A0-SEDAN,10-May-18,维修,钣金件,车体
29897WQKL9,前保险杠下饰件,B-MPV,14-May-12,维修,钣金件,车体
21896X4LL3,右前雾灯饰件总成,A0-SEDAN,27-Sep-17,维修,钣金件,车体
28896XLEL3,前保险杠下栅格,B-SUV,3-Jan-20,维修,钣金件,车体
27895WQKA9,右前保险杠盖,B-MPV,17-Jun-09,维修,机能件,车体
21895X4LL9,拖钩孔盖,A0-SEDAN,18-Mar-14,维修,机能件,车体
22895X3TL9,拖钩孔盖,A-SEDAN,9-Apr-13,维修,机能件,车体
26895X3TL9,拖钩孔盖,A-SEDAN,9-Apr-13,维修,机能件,车体
23895X27L9,前保险杠右挡板,B-SEDAN,12-Sep-19,维修,钣金件,车体
26895X2RL9,拖钩孔盖,A0-SUV,21-Mar-19,维修,钣金件,车体
23895XLEL3,前保险杠饰件,B-SUV,3-Jan-20,维修,钣金件,车体
29895XLFL2,前保险杠饰件,B-SUV,3-Jan-20,维修,钣金件,车体
26895XR9X9,拖钩孔盖,A0-SEDAN,28-Aug-08,维修,机能件,车体
22895XR9X8,拖钩孔盖,A0-SEDAN,20-Oct-11,维修,机能件,车体
21895XR9X8,拖钩孔盖,A0-SEDAN,20-Oct-11,维修,机能件,车体
25895XR9X8,拖钩孔盖,A0-SEDAN,20-Oct-11,维修,钣金件,车体
23895XZEE9,前保险杠右侧饰条,B-SEDAN,13-Jan-18,维修,钣金件,车体
29894XZIL9,前保险杠饰件,B-SEDAN,13-Jan-18,维修,钣金件,车体
23894XZIL9,前保险杠饰件,B-SEDAN,13-Jan-18,维修,钣金件,车体
26893XDEN4,前牵引支架挂钩盖,A0-SEDAN,5-Jun-20,维修,钣金件,车体
21893XDVL9,前牵引支架挂钩盖,A0-SEDAN,5-Jun-20,维修,钣金件,车体
24892X4QU4,左前保险杠网盖,A0-SEDAN,27-Sep-17,维修,钣金件,车体
29892X0NL8,左角板,A0-SEDAN,19-Mar-18,维修,钣金件,车体
25891X4LL3,左前雾灯饰件总成,A0-SEDAN,27-Sep-17,维修,钣金件,车体
27891X4VE8,前保险杠左饰件,A0-SEDAN,18-Mar-14,维修,钣金件,车体
21890X27L9,前保险杠左挡板,B-SEDAN,12-Sep-19,维修,钣金件,车体
25889XA8L9,前保险杠下栅格,B-SUV,8-Jan-14,维修,钣金件,车体
24888X29L9,前保下饰板,B-SEDAN,12-Sep-19,维修,钣金件,车体
29887X3H09,右前侧扰流板,B-MPV,9-Jun-15,维修,钣金件,车体
25887X3H09,右前侧扰流板,B-MPV,9-Jun-15,维修,钣金件,车体
23887X29L9,前包围右饰条,B-SEDAN,12-Sep-19,维修,钣金件,车体
25885WQKA9,左前保险杠盖,B-MPV,17-Jun-09,维修,钣金件,车体
27883X0EU9,左前空气扰流板,A0-SEDAN,2-Jun-15,维修,钣金件,车体
22883XFXL9,左前保险杠导流板,A-SEDAN,19-Jul-18,维修,钣金件,车体
25882X3H09,左前侧扰流板,B-MPV,9-Jun-15,维修,钣金件,车体
23878XLEL3,前栅格本体,B-SUV,3-Jan-20,维修,钣金件,车体
27878XZIL9,前栅格本体,B-SEDAN,13-Jan-18,维修,钣金件,车体
21877WQKL9,前栅格中右饰条,B-MPV,14-May-12,维修,钣金件,车体
22877X4LL2,前栅格下饰条,A0-SEDAN,27-Sep-17,维修,钣金件,车体
22877X4QX1,前栅格下饰条,A0-SEDAN,27-Sep-17,维修,钣金件,车体
26877XLEV9,前中网熏黑饰条,B-SUV,11-Jun-19,维修,钣金件,车体
23877XZIV9,前栅格外饰条,B-SEDAN,23-Jul-20,维修,钣金件,车体
21876X6BL4,前栅格饰条,B-SEDAN,6-Aug-16,维修,钣金件,车体
24876X29L9,格栅饰条外框,B-SEDAN,12-Sep-19,维修,钣金件,车体
21876XNLL9,前栅格盖,A-SEDAN,10-Feb-20,维修,钣金件,车体
29875X29L9,雷达盖,B-SEDAN,12-Sep-19,维修,钣金件,车体
27875XFXL9,前格栅装饰网,A-SEDAN,19-Jul-18,维修,钣金件,车体
27874X7NL4,前保险杠下栅格,B-SEDAN,14-Jan-16,维修,钣金件,车体
28874X29L9,前栅格盖,B-SEDAN,12-Sep-19,维修,钣金件,车体
24874X0EX8,前栅格下饰条,A0-SEDAN,2-Jun-15,维修,钣金件,车体
21874XF9L9,前栅格上饰条,B-SEDAN,12-Jul-12,维修,钣金件,车体
23874XFXL9,前格栅下饰件,A-SEDAN,19-Jul-18,维修,钣金件,车体
21873X4LL4,前栅格标牌座,A0-SEDAN,27-Sep-17,维修,钣金件,车体
26872WQKL9,前栅格中左饰条,B-MPV,14-May-12,维修,钣金件,车体
24871X2E99,左前栅格饰条,A0-SUV,27-Aug-14,维修,钣金件,车体
27869X4LL9,前保险杠横梁,A0-SEDAN,18-Mar-14,维修,钣金件,车体
23869XFXL8,前保险杠横梁,A-SEDAN,9-Jun-18,维修,钣金件,车体
27869XG9X9,前保险杠横梁,B-SUV,22-Aug-07,维修,钣金件,车体
28869XLEL3,前保险杠横梁,B-SUV,3-Jan-20,维修,钣金件,车体
25858XDVL8,前缓冲网格,A0-SEDAN,5-Jun-20,维修,机能件,车体
25858XDVL4,前缓冲网格,A0-SEDAN,5-Jun-20,维修,机能件,车体
26854X3HL9,前牌照底座,A0-SEDAN,3-Jun-14,维修,钣金件,车体
25854XA8L9,前牌照底座,B-SUV,8-Jan-14,维修,钣金件,车体
22849XFXL9,前保险杠中间安装支架,A-SEDAN,18-Jul-18,维修,钣金件,车体
24849XLEL9,前保险杠右加强件,B-SUV,27-Dec-16,维修,钣金件,车体
24847XJWK9,前左侧格栅上支架,A0-SUV,22-Mar-19,维修,钣金件,车体
26843X29L9,左前雾灯罩总成,B-SEDAN,25-Oct-19,维修,机能件,车体
29838XT3E9,固定夹,B-SUV,2-Aug-10,维修,机能件,车体
24837X29L9,前包围左饰条,B-SEDAN,12-Sep-19,维修,钣金件,车体
21819XA9L9,前保杠左下安全板,B-SUV,2-Aug-10,维修,钣金件,车体
21809X3TL9,左前保险杠上梁,A-SEDAN,9-Apr-13,维修,钣金件,车体
27808XDVL8,前保险杠左饰件,A0-SEDAN,5-Jun-20,维修,钣金件,车体
27801XFXL9,前保险杠左侧隔板,A-SEDAN,18-Jul-18,维修,机能件,车体
24709XDE99,前保左支撑横梁,A0-SEDAN,5-Jun-20,维修,钣金件,车体
29694XZEE9,空气导槽,B-SEDAN,13-Jan-18,维修,机能件,车体
25684XZEE9,导管支架,B-SEDAN,13-Jan-18,维修,钣金件,车体
23674XDFN4,右感应器盖板,A0-SEDAN,5-Jun-20,维修,机能件,车体
29624XDFN4,左感应器盖板,A0-SEDAN,5-Jun-20,维修,机能件,车体
29583XRIX9,支架,B-SEDAN,12-Sep-19,维修,机能件,车体
23582XRIX9,支架,B-SEDAN,12-Sep-19,维修,钣金件,车体
22499X7NKL,后保险杠,B-SEDAN,10-May-18,维修,钣金件,车体
22498X2NKL,后保险杠,A0-SUV,21-May-18,维修,钣金件,车体
27497X4VE9,后保险杠右饰件,A0-SEDAN,18-Mar-14,维修,钣金件,车体
25497X3HL9,后保险杠右饰件,B-MPV,3-Jun-14,维修,钣金件,车体
22496W6S99,后保险杠螺钉孔饰盖,B-MPV,24-Oct-05,维修,钣金件,车体
25496W0E99,后保险杠螺钉孔饰盖,B-SEDAN,8-Oct-10,维修,钣金件,车体
28496W0E99,后保险杠装饰盖,B-SEDAN,30-Jul-02,维修,钣金件,车体
26496W0E99,后保险杠螺钉孔饰盖,B-SEDAN,5-Aug-05,维修,钣金件,车体
21496X4VE4,盖子,A0-SEDAN,27-Sep-17,维修,钣金件,车体
26496XFXL9,后保险杠饰条,A-SEDAN,19-Jul-18,维修,钣金件,车体
23495XFXL9,后保险杠右盖,A-SEDAN,9-Jun-18,维修,机能件,车体
22495XLEL9,后牵引挂钩盖板,B-SUV,5-Aug-16,维修,机能件,车体
29495XLEL3,后牵引挂钩盖板Ｂ９２Ｐ,B-SUV,3-Jan-20,维修,机能件,车体
28495XZIL9,后牵引挂钩盖板,B-SEDAN,13-Jan-18,维修,机能件,车体
24494W4E99,右侧后保险杠尾灯支架,A0-SEDAN,19-Mar-03,维修,钣金件,车体
24492W6I99,夹子,B-SEDAN,9-Apr-13,维修,钣金件,车体
23492X6BL4,右后侧饰板,B-SEDAN,6-Aug-16,维修,钣金件,车体
22490XFXL9,后保险杠左盖,A-SEDAN,9-Jun-18,维修,机能件,车体
22490XFXL9,后保险杠左盖,A-SEDAN,9-Jun-18,维修,机能件,车体
29486X29L8,后车轮保护器,B-SEDAN,12-Sep-19,维修,机能件,车体
24485XZIL9,后保险杠右饰件,B-SEDAN,13-Jan-18,维修,钣金件,车体
24484XAEE9,保险杠饰件,B-SEDAN,9-Jun-18,维修,机能件,车体
21480XZIL9,后保险杠左饰件,B-SEDAN,13-Jan-18,维修,钣金件,车体
29469X7NL4,后保险杠横梁,B-SEDAN,11-Aug-16,维修,钣金件,车体
26469X29L9,后保险杠横梁,B-SEDAN,12-Sep-19,维修,钣金件,车体
28469XA9L9,后保险杠横梁,B-SUV,4-Jun-10,维修,钣金件,车体
26444W4E99,左侧后保险杠尾灯支架,A0-SEDAN,19-Mar-03,维修,钣金件,车体
21444WHEE9,左侧后保险杠尾灯支架,B-SEDAN,30-Jul-02,维修,钣金件,车体
29442X6BL4,后保险杠模块,B-SEDAN,6-Aug-16,维修,机能件,车体
29427X29L9,右吸能盒,B-SEDAN,12-Sep-19,维修,机能件,车体
27422X29L9,左吸能盒,B-SEDAN,12-Sep-19,维修,钣金件,车体
29408XZEE9,左侧后保险杠尾灯支架,B-SEDAN,13-Jan-18,维修,机能件,车体
21407W3E99,夹子,A0-SEDAN,23-Oct-08,维修,机能件,车体
26406X4LL4,后保险杠右支架,A0-SEDAN,6-Dec-17,维修,机能件,车体
29406XFXL9,后保险杠右支架,A-SEDAN,18-Jul-18,维修,机能件,车体
29401X4LL4,后保险杠左支架,A0-SEDAN,6-Dec-17,维修,机能件,车体
28401XFXL9,后保险杠左支架,A-SEDAN,18-Jul-18,维修,机能件,车体
26319XDVL9,后保险杠左支架,A0-SEDAN,5-Jun-20,维修,钣金件,车体
25299XFXL9,尾翼总成,A-SEDAN,19-Jul-18,维修,钣金件,车体
26199X7NL9,右边门槛饰板总成,B-SEDAN,10-Jul-13,维修,钣金件,车体
21199X4LL9,右侧裙饰件,A0-SEDAN,27-Sep-17,维修,钣金件,车体
24199XZIL8,右边门槛饰板总成,B-SEDAN,13-Jan-18,维修,钣金件,车体
28199XDEN4,右裙边总成,A0-SEDAN,5-Jun-20,维修,钣金件,车体
26889X4LL9,右前门锁,A0-SEDAN,18-Mar-14,维修,钣金件,车体
25878WHEE9,右前车门内把手装饰盖,B-SEDAN,30-Jul-02,维修,机能件,内饰
29878X7EE9,右前车门内把手装饰盖,B-SEDAN,10-Jul-13,维修,机能件,内饰
23878XE4E9,右前车门内把手装饰盖,B-SUV,17-Oct-07,维修,机能件,内饰
24868WGTA4,右前门拉索总成,B-MPV,10-Jan-02,维修,机能件,内饰
28858XE4E8,右外拉把手,B-SEDAN,12-Jul-12,维修,机能件,车体
27858XZIL2,右外拉把手,B-SEDAN,9-Jun-18,维修,机能件,车体
28857WR599,车门缓冲块,B-SEDAN,17-Oct-01,维修,机能件,车体
25857WAEE9,车门缓冲块,B-SUV,17-Oct-07,维修,机能件,车体
25856XQ9K9,右门外拉把手盖,A-SEDAN,9-Apr-13,维修,机能件,车体
21855XZEE9,固定座,B-SEDAN,13-Jan-18,维修,机能件,车体
26853X4E99,车门锁饰件,A0-SEDAN,18-Mar-14,维修,钣金件,车体
24852X4EK9,智能钥匙,A0-SEDAN,18-Mar-14,维修,机能件,其他
22852XFBL9,车门遥控器,A-SEDAN,3-Sep-18,维修,机能件,其他
28852XPSL9,智能钥匙,B-MPV,21-Feb-19,维修,机能件,其他
24852XZIL2,右盖,B-SEDAN,9-Jun-18,维修,机能件,其他
25852XZIL2,右盖,B-SEDAN,9-Jun-18,维修,机能件,其他
26852XDEL9,车门遥控器,A0-SEDAN,5-Jun-20,维修,机能件,其他
24851W8999,电池,A0-SEDAN,1-Jan-99,维修,机能件,易损件
26851WQN99,电池,B-SEDAN,9-Apr-13,维修,机能件,易损件
24851WSF99,电池,B-SEDAN,8-Feb-12,维修,机能件,易损件
29851X7E99,电池,A0-SEDAN,18-Mar-14,维修,机能件,易损件
28851XQ9I9,固定座,A-SEDAN,9-Apr-13,维修,机能件,易损件
23849XF9L8,左前门锁,B-SEDAN,17-Oct-07,维修,钣金件,车体
25839X4KL9,左前门内把手总成,A0-SEDAN,18-Mar-14,维修,机能件,车体
21838WHEE9,左前车门内把手装饰盖,B-SEDAN,30-Jul-02,维修,机能件,内饰
27838XE4E9,左前门内拉手盖,B-SUV,17-Oct-07,维修,机能件,内饰
24829X4E99,左前门外把手支架,A0-SEDAN,18-Mar-14,维修,机能件,车体
25828WHKL9,左前门拉索总成,B-SEDAN,23-Sep-02,维修,机能件,车体
21828WJNA9,左前门拉索总成,B-MPV,11-Nov-04,维修,机能件,车体
25819XT3E8,左门外拉手总成,B-SUV,2-Aug-10,维修,机能件,车体
28818XE4E8,左前门外把手,B-SEDAN,12-Jul-12,维修,机能件,车体
21817X3TL7,左外拉把手基座,A-SEDAN,9-Apr-13,维修,机能件,车体
21816X7EE7,左前门把手座,B-SEDAN,10-Jul-13,维修,易损件,车体
24816XFXL9,左拉手座,A-SEDAN,19-Jul-18,维修,易损件,车体
28816XQ9K9,左前门外拉把手盖,A-SEDAN,9-Apr-13,维修,机能件,车体
24816XQEE9,左把手座Ａ,B-SEDAN,5-Aug-16,维修,易损件,车体
26816XZEE9,左把手座Ａ,B-SEDAN,13-Jan-18,维修,易损件,车体
28815XFXL9,左拉手座,A-SEDAN,19-Jul-18,维修,机能件,车体
22815XZEE9,左把手座Ｂ,B-SEDAN,13-Jan-18,维修,机能件,车体
22792WF799,地板孔帽,B-SEDAN,19-Mar-03,维修,机能件,车体
22789X7RX9,右前门电动玻璃升降器,B-SEDAN,10-Jul-13,维修,机能件,车体
25789X4E99,右前门电动玻璃升降器,A0-SEDAN,20-Mar-14,维修,机能件,车体
25789X3E98,右前门电动玻璃升降器,B-MPV,3-Jun-14,维修,机能件,车体
26789X3EL9,右前门电动玻璃升降器,B-MPV,3-Jun-14,维修,机能件,车体
26789X3TL9,右前门玻璃升降器总成,A-SEDAN,9-Apr-13,维修,机能件,车体
23789X0GH8,右前门玻璃升降器总成,A0-SEDAN,2-Jun-15,维修,机能件,车体
25789XG9X9,右前门玻璃升降器总成,B-SEDAN,18-Oct-10,维修,机能件,车体
26789XLEL9,右前门电动玻璃升降器,B-SUV,5-Aug-16,维修,机能件,车体
28789XLEL8,前门防夹玻璃升降器,B-SUV,3-Jan-20,维修,机能件,车体
24768X7EE9,右前门中下导轨,B-SEDAN,10-Jul-13,维修,钣金件,车体
24764X7NL8,右前门玻璃导槽,B-SEDAN,10-Jul-13,维修,钣金件,车体
24764X3HL9,右前门玻璃导轨,B-MPV,3-Jun-14,维修,钣金件,车体
28764XFXL9,右前门玻璃导槽,A-SEDAN,19-Jul-18,维修,钣金件,车体
21764XLEL9,右前门玻璃导轨,B-SUV,5-Aug-16,维修,钣金件,车体
29749X7RX8,左前门电动玻璃升降器,B-SEDAN,10-Jul-13,维修,机能件,车体
29749X4TK9,左前门电动升降器,A0-SEDAN,18-Mar-14,维修,机能件,车体
26749X3E98,左前门电动玻璃升降器,B-MPV,3-Jun-14,维修,机能件,车体
26749X3E09,左前门电动玻璃升降器,B-MPV,31-May-18,维修,机能件,车体
27749X0GH9,左前门玻璃升降器总成,A0-SEDAN,2-Jun-15,维修,机能件,车体
25749XLEL9,左前门电动玻璃升降器,B-SUV,5-Aug-16,维修,机能件,车体
25749XLEL8,前门防夹玻璃升降器,B-SUV,3-Jan-20,维修,机能件,车体
28729WHEE9,左前门前下导轨,B-SEDAN,30-Jul-02,维修,钣金件,车体
24724WHIX9,左前门玻璃导槽,B-SEDAN,30-Jul-02,维修,钣金件,车体
26724WISL9,左前门玻璃导槽,A0-SEDAN,19-Mar-03,维修,钣金件,车体
28724X7NL8,左前门玻璃导槽,B-SEDAN,10-Jul-13,维修,钣金件,车体
24724X3HL9,左前门玻璃导轨,B-MPV,3-Jun-14,维修,钣金件,车体
29724X0TN9,左前门玻璃导轨,A0-SEDAN,2-Jun-15,维修,钣金件,车体
28724XFXL9,左前门玻璃导槽,A-SEDAN,19-Jul-18,维修,钣金件,车体
23724XR5L9,左前门玻璃导槽,A0-SEDAN,23-Oct-08,维修,钣金件,车体
26724XZIL9,左前门玻璃导轨,B-SEDAN,13-Jan-18,维修,钣金件,车体
22689X3E99,右前门窗密封条,B-MPV,3-Jun-14,维修,易损件,车体
26689XR9X9,右前门窗密封条,A0-SEDAN,23-Oct-08,维修,易损件,车体
21688W4W99,车门挡风玻璃扣钉,A0-SEDAN,19-Mar-03,维修,机能件,车体
25678X4E99,右前门密封板,A0-SEDAN,18-Mar-14,维修,易损件,车体
29671X3TL9,右前车门密封条,A-SEDAN,9-Apr-13,维修,易损件,车体
27659X3TL9,右前门限位器总成,A-SEDAN,9-Apr-13,维修,钣金件,车体
21659XF9L9,右前门限位器总成,B-SEDAN,17-Oct-07,维修,钣金件,车体
28659XLEL9,右前门限位器总成,B-SUV,5-Aug-16,维修,钣金件,车体
21659XQCL9,前门限位器总成,B-SEDAN,12-Sep-19,维修,钣金件,车体
27632WHEE9,外拉手密封条,A-SEDAN,30-Jul-02,维修,机能件,车体
23619X4E99,左前门限位器总成,A0-SEDAN,18-Mar-14,维修,钣金件,车体
23589WHEE9,右前门刮水饰条,B-SEDAN,30-Jul-02,维修,钣金件,车体
25589XLEL9,右前门刮水饰条,B-SUV,5-Aug-16,维修,钣金件,车体
29589XSCN9,右前门刮水饰条,B-SEDAN,12-Sep-19,维修,钣金件,车体
29589XT3E9,右前门刮水饰条,B-SUV,2-Aug-10,维修,钣金件,车体
23589XDEN9,右前门刮水饰条,A0-SEDAN,5-Jun-20,维修,钣金件,车体
24574XT3E9,右前门窗框装饰条总成,B-SUV,2-Aug-10,维修,钣金件,车体
24569XA9L9,右前门窗饰件,B-SUV,2-Aug-10,维修,钣金件,车体
24569XDVL9,前右导流板,A0-SEDAN,5-Jun-20,维修,钣金件,车体
29568XE999,中心柱装饰件夹子,B-SEDAN,17-Oct-07,维修,机能件,车体
24568XDEN9,中心柱装饰件夹子,A0-SEDAN,5-Jun-20,维修,机能件,车体
28549WJI99,左前门刮水饰条,B-MPV,11-Nov-04,维修,钣金件,车体
24549WQI99,左前门刮水饰条,B-MPV,17-Jun-09,维修,钣金件,车体
25549XFXL9,左前门外水切,A-SEDAN,19-Jul-18,维修,钣金件,车体
25549XLEL9,左前门刮水饰条,B-SUV,5-Aug-16,维修,钣金件,车体
26549XT3E9,左前门刮水饰条,B-SUV,2-Aug-10,维修,钣金件,车体
29549XDEN9,左前门刮水饰条,A0-SEDAN,5-Jun-20,维修,钣金件,车体
24543XSCN9,右前门中角饰件,B-SEDAN,12-Sep-19,维修,机能件,车体
27529WQI99,左前门窗框装饰件,B-MPV,17-Jun-09,维修,钣金件,车体
28529WQI98,左前门框内饰条,B-MPV,1-Dec-10,维修,钣金件,车体
23529XLEL9,左前门窗框装饰件,B-SUV,5-Aug-16,维修,钣金件,车体
22529XA9L9,左前门窗饰件,B-SUV,2-Aug-10,维修,钣金件,车体
28529XDVL9,前左导流板,A0-SEDAN,5-Jun-20,维修,钣金件,车体
22489WDA98,滑动门上滚轴,B-MPV,3-Jun-14,维修,钣金件,车体
21469X3E99,滑动门滚轴,B-MPV,3-Jun-14,维修,钣金件,车体
28429X3E99,滚轴,B-MPV,3-Jun-14,维修,机能件,车体
25349X4LL9,左后门锁,A0-SEDAN,18-Mar-14,维修,钣金件,车体
27318X7EE2,左后门外把手,B-SEDAN,10-Jul-13,维修,机能件,车体
24316X7EE7,右后门把手座,B-SEDAN,10-Jul-13,维修,机能件,车体
23315X7EE7,左后门把手座,B-SEDAN,10-Jul-13,维修,易损件,车体
24312XZIL0,左后门拉手盖,B-SEDAN,13-Jan-18,维修,机能件,车体
23289X7RX9,右后门电动玻璃升降器,B-SEDAN,10-Jul-13,维修,机能件,车体
28289X0EX9,右后玻璃升降器总成,A0-SEDAN,2-Jun-15,维修,机能件,车体
28278X4E99,右后门后立柱外饰件,A0-SEDAN,18-Mar-14,维修,钣金件,电器
22268X7EE9,右后门后下导轨,B-SEDAN,10-Jul-13,维修,钣金件,车体
25264X7NL8,右后门玻璃导槽,B-SEDAN,10-Jul-13,维修,钣金件,车体
26264XLEL9,右后门玻璃导轨,B-SUV,5-Aug-16,维修,钣金件,车体
27249X7RX9,左后门电动玻璃升降器,B-SEDAN,21-Jan-16,维修,机能件,车体
28249X3E99,调节器总成,B-MPV,5-Aug-14,维修,机能件,车体
24238X29L8,门立柱外饰件,B-SEDAN,12-Sep-19,维修,钣金件,电器
22238XFXL9,后门后柱左,A-SEDAN,19-Jul-18,维修,钣金件,电器
26238XLEL9,左后门后柱装饰件,B-SUV,5-Aug-16,维修,钣金件,电器
21228X4E99,左后门后下导轨,A0-SEDAN,18-Mar-14,维修,钣金件,车体
24189X3H99,右门窗密封条,B-MPV,3-Jun-14,维修,易损件,车体
21189XE9E9,右后门窗密封条,B-SEDAN,17-Oct-07,维修,易损件,车体
21184X0EX9,后门内密封胶条,A0-SEDAN,2-Jun-15,维修,机能件,车体
23173X4LL9,后门下密封胶条,A0-SEDAN,18-Mar-14,维修,易损件,车体
21171XFXL9,后门下部条,A-SEDAN,19-Jul-18,维修,易损件,车体
27159XF9L9,右后门限位器总成,B-SEDAN,17-Oct-07,维修,钣金件,车体
26159XLEL9,右后门限位器总成,B-SUV,5-Aug-16,维修,钣金件,车体
29144XE9E9,左后车门门框密封胶条,B-SEDAN,17-Oct-07,维修,机能件,车体
22138X4E99,左后门密封板,A0-SEDAN,18-Mar-14,维修,易损件,车体
25119X4E99,左后门限位器总成,A0-SEDAN,18-Mar-14,维修,钣金件,车体
25119XLEL9,左后门限位器总成,B-SUV,5-Aug-16,维修,钣金件,车体
26089WHEE9,右后门刮水饰条,B-SEDAN,30-Jul-02,维修,钣金件,内饰
